ticker,exchange,assetType,priceCurrency,startDate,endDate
GRPBX,NMFQS,Mutual Fund,USD,,
GRPCX,NMFQS,Mutual Fund,USD,2012-10-01,2016-07-22
GRPEF,PINK,Stock,USD,2013-09-17,2020-09-22
GRPFF,PINK,Stock,USD,2011-07-13,2020-09-22
GRPH,OTCMKTS,Stock,USD,2009-12-15,2019-03-07
GRPI,OTCMKTS,Stock,USD,1998-03-24,2020-09-22
GRPLF,OTCMKTS,Stock,USD,2016-06-23,2017-10-27
GRPN,NASDAQ,Stock,USD,2011-11-04,2020-09-22
GRPOF,PINK,Stock,USD,2020-01-14,2020-09-22
GRPOX,NMFQS,Mutual Fund,USD,2012-10-01,2016-07-22
GRPPX,NMFQS,Mutual Fund,USD,2012-10-01,2016-07-22
GRPS,PINK,Stock,USD,2016-01-04,2020-09-22
GRPTF,OTCGREY,Stock,USD,2008-11-07,2020-09-22
GRPTY,PINK,Stock,USD,2017-10-10,2020-09-22
GRPU,NYSE,Stock,USD,,
GRPUX,NMFQS,Mutual Fund,USD,2015-08-05,2016-07-22
GRPX,PINK,Stock,USD,2018-03-29,2020-09-22
GRR,NYSE,ETF,USD,1993-11-19,2018-04-27
GRRAX,NMFQS,Mutual Fund,USD,2012-01-03,2020-09-22
GRRB,OTCQX,Stock,USD,2003-02-25,2020-09-22
GRRBP,PINK,Stock,USD,2014-10-24,2020-09-22
GRRCX,NMFQS,Mutual Fund,USD,2013-01-02,2020-09-22
GRRDF,PINK,Stock,USD,2018-08-20,2020-09-22
GRRDY,PINK,Stock,USD,,
GRRF,NASDAQ,Stock,USD,,
GRRGX,NMFQS,Mutual Fund,USD,2016-01-04,2020-09-22
GRRIX,NMFQS,Mutual Fund,USD,2012-01-03,2020-09-22
GRRLF,PINK,Stock,USD,2007-08-22,2020-09-22
GRRMF,OTCGREY,Stock,USD,2009-02-06,2020-09-22
GRRP,OTCMKTS,Stock,USD,2018-02-02,2020-09-22
GRRPX,NMFQS,Mutual Fund,USD,2015-01-02,2020-09-22
GRRSX,NMFQS,Mutual Fund,USD,2017-08-17,2020-09-22
GRRTF,PINK,Stock,USD,,
GRRTX,NMFQS,Mutual Fund,USD,2009-01-02,2020-09-22
GRSFF,OTCGREY,Stock,USD,2016-06-27,2020-09-22
GRSFX,NMFQS,Mutual Fund,USD,,
GRSHU,NASDAQ,Stock,USD,2016-01-04,2020-02-10
GRSIX,NMFQS,Mutual Fund,USD,2012-08-03,2018-03-23
GRSJY,OTCMKTS,Stock,USD,,
GRSLF,OTCQB,Stock,USD,2018-07-05,2020-09-22
GRSO,PINK,Stock,USD,2010-02-17,2020-09-22
GRSPX,NMFQS,Mutual Fund,USD,1990-01-02,2020-09-22
GRSRX,NMFQS,Mutual Fund,USD,2015-01-02,2020-09-22
GRSSF,OTCMKTS,Stock,USD,2014-07-29,2018-12-12
GRST,PINK,Stock,USD,2012-03-16,2020-09-22
GRSTX,NMFQS,Mutual Fund,USD,,
GRSU,OTCCE,Stock,USD,2011-09-27,2020-09-09
GRSV,NASDAQ,Stock,USD,,
GRSVU,NASDAQ,Stock,USD,2020-08-06,2020-09-22
GRSXY,PINK,Stock,USD,2008-01-31,2020-09-22
GRT,NYSE,Stock,USD,1994-01-20,2015-01-15
GRTDD,PINK,Stock,USD,2018-03-23,2020-09-22
GRTHX,NMFQS,Mutual Fund,USD,2010-12-08,2016-01-22
GRTS,NASDAQ,Stock,USD,2018-09-28,2020-09-22
GRTSF,OTCGREY,Stock,USD,,
GRTVX,NMFQS,Mutual Fund,USD,2008-05-01,2016-01-25
GRTX,NASDAQ,Stock,USD,2019-11-07,2020-09-22
GRTXX,NMFQS,Mutual Fund,USD,,
GRTYA,OTCBB,Stock,USD,2012-08-02,2020-09-22
GRU,NYSE ARCA,ETF,USD,2008-02-15,2020-09-22
GRUA,OTCMKTS,Stock,USD,2001-01-02,2020-09-22
GRUB,NYSE,Stock,USD,2014-04-04,2020-09-22
GRUI,OTCMKTS,Stock,USD,2004-10-18,2020-09-22
GRUPF,PINK,Stock,USD,2013-07-31,2020-09-22
GRUSF,PINK,Stock,USD,2017-06-26,2020-09-22
GRVE,PINK,Stock,USD,2018-05-14,2020-09-22
GRVFF,OTCMKTS,Stock,USD,2017-09-27,2018-05-29
GRVGF,OTCGREY,Stock,USD,,
GRVVF,OTCMKTS,Stock,USD,2017-10-02,2019-04-16
GRVWF,PINK,Stock,USD,2012-06-29,2020-09-22
GRVY,NASDAQ,Stock,USD,2005-02-08,2020-09-22
GRW,,Stock,USD,,
GRWC,OTCQB,Stock,USD,2012-08-08,2020-09-22
GRWC,OTCQB,Stock,USD,2020-07-22,2020-07-24
GRWG,NASDAQ,Stock,USD,2016-11-11,2020-09-22
GRWIX,NMFQS,Mutual Fund,USD,2015-01-02,2016-07-22
GRWN,NYSE ARCA,ETF,USD,2011-04-21,2018-04-11
GRWOX,NMFQS,Mutual Fund,USD,2015-01-02,2016-07-22
GRWPF,OTCGREY,Stock,USD,2020-06-11,2020-09-22
GRWS,,ETF,USD,,
GRWTF,OTCMKTS,Stock,USD,2018-02-05,2020-09-22
GRWWF,OTCGREY,Stock,USD,2017-03-15,2020-09-22
GRWXF,PINK,Stock,USD,2018-06-14,2020-09-22
GRX,NYSE,ETF,USD,2007-06-19,2020-09-22
GRX-P-A,NYSE,Stock,USD,2014-09-22,2020-04-08
GRX-P-A-CL,NYSE,Stock,USD,2020-03-12,2020-04-08
GRX-P-B,NYSE,Stock,USD,2014-09-26,2020-09-22
GRXMF,PINK,Stock,USD,,
GRXPB,PINK,Stock,USD,,
GRXXF,OTCGREY,Stock,USD,2017-12-19,2020-09-22
GRYEF,PINK,Stock,USD,2017-09-22,2020-09-22
GRYG,OTCGREY,Stock,USD,2015-06-04,2020-09-22
GRYIF,PINK,Stock,USD,2008-06-24,2020-09-22
GRYIX,NMFQS,Mutual Fund,USD,,
GRYIY,OTCBB,Stock,USD,2016-03-07,2017-12-29
GRYN,OTCQB,Stock,USD,2011-08-08,2020-09-22
GRYP,NASDAQ,Stock,USD,,
GRYRF,OTCGREY,Stock,USD,,
GRYW,OTCMKTS,Stock,USD,2003-01-17,2020-09-22
GRZG,OTCMKTS,Stock,USD,2012-04-12,2019-02-22
GRZZP,OTCGREY,Stock,USD,2019-07-25,2020-09-22
GRZZU,OTCGREY,Stock,USD,2019-07-25,2020-09-22
GRZZX,NMFQS,Mutual Fund,USD,2001-01-02,2020-09-22
GS,NYSE,Stock,USD,1999-05-04,2020-09-22
GS-P-A,NYSE,Stock,USD,2005-04-25,2020-09-22
GS-P-B,NYSE,Stock,USD,2005-11-04,2019-08-09
GS-P-B-CL,NYSE,Stock,USD,2019-06-17,2019-08-09
GS-P-C,NYSE,Stock,USD,2014-09-22,2020-09-22
GS-P-D,NYSE,Stock,USD,2014-09-22,2020-09-22
GS-P-I,NYSE,Stock,USD,1999-05-04,2017-11-15
GS-P-J,NYSE,Stock,USD,2013-04-22,2020-09-22
GS-P-K,NYSE,Stock,USD,2014-04-23,2020-09-22
GS-P-N,NYSE,Stock,USD,2016-02-25,2020-09-22
GSAAX,NMFQS,Mutual Fund,USD,2019-04-01,2020-09-22
GSAC,PINK,Stock,USD,2017-10-02,2020-09-22
GSACX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSADX,NMFQS,Mutual Fund,USD,2019-10-31,2020-09-22
GSAEX,NMFQS,Mutual Fund,USD,2015-01-02,2020-09-22
GSAFX,NMFQS,Mutual Fund,USD,2018-03-21,2020-09-22
GSAGX,NMFQS,Mutual Fund,USD,1995-01-03,2020-09-22
GSAH,NYSE,Stock,USD,2020-08-20,2020-09-22
GSAH-WS,NYSE,Stock,USD,2018-07-30,2020-09-22
GSAHX,NMFQS,Mutual Fund,USD,2019-10-31,2020-09-22
GSAIX,NMFQS,Mutual Fund,USD,1997-01-02,2020-09-22
GSAJX,NMFQS,Mutual Fund,USD,2019-10-31,2020-09-22
GSAKX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSALX,NMFQS,Mutual Fund,USD,,
GSAMX,NMFQS,Mutual Fund,USD,2017-06-12,2020-09-22
GSANX,NMFQS,Mutual Fund,USD,2019-10-31,2020-09-22
GSAOF,OTCMKTS,Stock,USD,2013-08-20,2018-11-09
GSAOX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSAPX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSAQX,NMFQS,Mutual Fund,USD,,
GSARX,NMFQS,Mutual Fund,USD,1992-01-02,2020-09-22
GSASX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSAT,NYSE,Stock,USD,2006-11-02,2020-09-22
GSATX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSAUX,NMFQS,Mutual Fund,USD,2015-01-02,2020-09-22
GSAVX,NMFQS,Mutual Fund,USD,2015-01-02,2020-09-22
GSAWX,NMFQS,Mutual Fund,USD,2010-01-04,2020-09-22
GSAYX,NMFQS,Mutual Fund,USD,2015-01-02,2020-09-22
GSAZX,NMFQS,Mutual Fund,USD,2015-01-02,2020-09-22
GSB,NYSE MKT,Stock,USD,2003-09-09,2020-08-28
GSB1,,Stock,USD,,
GSBAX,NMFQS,Mutual Fund,USD,2019-10-31,2020-09-22
GSBC,NASDAQ,Stock,USD,1990-03-26,2020-09-22
GSBCX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSBD,NYSE,Stock,USD,2015-03-18,2020-09-22
GSBDX,NMFQS,Mutual Fund,USD,2019-10-31,2020-09-22
GSBEX,NMFQS,Mutual Fund,USD,2019-10-31,2020-09-22
GSBFX,NMFQS,Mutual Fund,USD,1995-01-03,2020-09-22
GSBIX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSBPX,NMFQS,Mutual Fund,USD,2018-05-10,2020-09-22
GSBUX,NMFQS,Mutual Fund,USD,2016-01-04,2020-09-22
GSBX,PINK,Stock,USD,2012-11-15,2020-09-22
GSBXX,NMFQS,Mutual Fund,USD,,
GSCAX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSCCF,PINK,Stock,USD,2018-08-13,2020-09-22
GSCCX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSCDX,NMFQS,Mutual Fund,USD,2007-01-03,2020-09-22
GSCE,OTCMKTS,ETF,USD,2007-12-27,2020-09-22
GSCFX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSCGX,NMFQS,Mutual Fund,USD,1991-01-02,2020-09-22
GSCHX,NMFQS,Mutual Fund,USD,2019-12-03,2020-09-22
GSCI,NASDAQ,Stock,USD,,
GSCIX,NMFQS,Mutual Fund,USD,2012-08-03,2020-09-22
GSCJX,NMFQS,Mutual Fund,USD,2019-12-03,2020-09-22
GSCKX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSCLX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSCMX,NMFQS,Mutual Fund,USD,2019-12-03,2020-09-22
GSCNX,NMFQS,Mutual Fund,USD,2019-12-03,2020-09-22
GSCOX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSCPX,NMFQS,Mutual Fund,USD,2004-01-02,2020-09-22
GSCRX,NMFQS,Mutual Fund,USD,2019-12-03,2020-09-22
GSCSX,NMFQS,Mutual Fund,USD,1997-01-02,2020-09-22
GSCTX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSCUX,NMFQS,Mutual Fund,USD,2019-12-03,2020-09-22
GSCXX,NMFQS,Mutual Fund,USD,,
GSCYX,NMFQS,Mutual Fund,USD,2002-01-02,2020-09-22
GSCZX,NMFQS,Mutual Fund,USD,2002-01-02,2020-09-22
GSD,BATS,ETF,USD,2015-11-12,2019-04-09
GSDAX,NMFQS,Mutual Fund,USD,2004-01-02,2020-09-22
GSDC,PINK,Stock,USD,2011-05-17,2020-09-22
GSDCX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSDHF,OTCGREY,Stock,USD,2018-04-03,2018-04-03
GSDIX,NMFQS,Mutual Fund,USD,2004-01-02,2020-09-22
GSDPX,NMFQS,Mutual Fund,USD,2018-05-07,2020-09-22
GSDSX,NMFQS,Mutual Fund,USD,1997-01-02,2020-09-22
GSDTX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSDUX,NMFQS,Mutual Fund,USD,1993-01-04,2020-09-22
GSE,NYSE,Stock,USD,,
GSEAX,NMFQS,Mutual Fund,USD,2015-01-02,2018-03-23
GSECX,NMFQS,Mutual Fund,USD,2015-01-02,2018-03-23
GSEE,BATS,Stock,USD,2020-05-15,2020-09-22
GSEFF,PINK,Stock,USD,2016-01-07,2020-09-22
GSEG,PINK,Stock,USD,2015-05-07,2018-07-10
GSEHQ,PINK,Stock,USD,2014-03-05,2014-08-08
GSEIX,NMFQS,Mutual Fund,USD,2015-01-02,2018-03-23
GSELX,NMFQS,Mutual Fund,USD,1996-01-02,2020-09-22
GSENX,NMFQS,Mutual Fund,USD,2017-01-03,2017-08-11
GSEPX,NMFQS,Mutual Fund,USD,2018-05-07,2020-09-22
GSEQX,NMFQS,Mutual Fund,USD,,
GSERX,NMFQS,Mutual Fund,USD,2015-01-02,2018-03-23
GSESX,NMFQS,Mutual Fund,USD,1992-01-31,2020-09-22
GSET,PINK,Stock,USD,2007-07-13,2018-04-30
GSETD,PINK,Stock,USD,2011-03-24,2018-05-24
GSEU,NYSE ARCA,ETF,USD,2016-03-04,2020-09-22
GSEUX,NMFQS,Mutual Fund,USD,2016-01-04,2020-09-22
GSEW,BATS,ETF,USD,2017-09-14,2020-09-22
GSF,NYSE,Stock,USD,2011-03-29,2015-10-22
GSF-CL,,Stock,USD,,
GSF1,,Stock,USD,,
GSFAX,NMFQS,Mutual Fund,USD,2007-01-03,2020-09-22
GSFC,,Stock,USD,,
GSFCX,NMFQS,Mutual Fund,USD,2007-01-03,2020-09-22
GSFD,PINK,Stock,USD,2006-04-10,2020-09-22
GSFI,PINK,Stock,USD,2007-12-20,2020-09-22
GSFIX,NMFQS,Mutual Fund,USD,1995-01-03,2020-09-22
GSFPX,NMFQS,Mutual Fund,USD,2018-05-07,2020-09-22
GSFRX,NMFQS,Mutual Fund,USD,2012-01-03,2020-09-22
GSFSX,NMFQS,Mutual Fund,USD,1995-01-31,2020-09-22
GSFT,,Stock,USD,,
GSFTX,NMFQS,Mutual Fund,USD,1998-03-04,2020-09-22
GSFUX,NMFQS,Mutual Fund,USD,2016-01-04,2020-09-22
GSFVF,PINK,Stock,USD,2010-08-13,2020-08-06
GSFXX,NMFQS,Mutual Fund,USD,,
GSG,NYSE ARCA,ETF,USD,2006-07-21,2020-09-22
GSGAX,NMFQS,Mutual Fund,USD,2004-01-02,2020-09-22
GSGCX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSGDX,NMFQS,Mutual Fund,USD,2004-01-02,2020-09-22
GSGIX,NMFQS,Mutual Fund,USD,1992-01-02,2020-09-22
GSGLX,NMFQS,Mutual Fund,USD,1996-01-02,2020-09-22
GSGOX,NMFQS,Mutual Fund,USD,1993-02-10,2020-09-22
GSGPX,NMFQS,Mutual Fund,USD,2018-05-07,2020-09-22
GSGRX,NMFQS,Mutual Fund,USD,1994-01-03,2020-09-22
GSGSX,NMFQS,Mutual Fund,USD,1994-01-31,2020-09-22
GSGTF,OTCGREY,Stock,USD,2018-01-22,2020-09-22
GSGTX,NMFQS,Mutual Fund,USD,,
GSGXX,NMFQS,Mutual Fund,USD,,
GSH,NYSE,Stock,USD,1996-05-13,2020-09-22
GSHAX,NMFQS,Mutual Fund,USD,1997-07-31,2020-09-22
GSHCX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSHD,NASDAQ,Stock,USD,2018-04-27,2020-09-22
GSHIX,NMFQS,Mutual Fund,USD,1997-08-04,2020-09-22
GSHN,PINK,Stock,USD,2007-09-20,2020-09-22
GSHPX,NMFQS,Mutual Fund,USD,2018-05-10,2020-09-22
GSHRX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSHSX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSHT,NASDAQ,Stock,USD,2017-03-24,2018-10-17
GSHTU,NASDAQ,Stock,USD,2017-01-13,2018-10-17
GSHTW,NASDAQ,Stock,USD,2017-03-06,2018-10-17
GSHTX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSHUX,NMFQS,Mutual Fund,USD,2016-01-04,2020-09-22
GSI,NYSE,Stock,USD,,
GSIC,NASDAQ,Stock,USD,,
GSICX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSID,BATS,Stock,USD,2020-05-15,2020-09-22
GSIE,NYSE ARCA,ETF,USD,2015-11-10,2020-09-22
GSIEX,NMFQS,Mutual Fund,USD,1997-01-02,2020-09-22
GSIFX,NMFQS,Mutual Fund,USD,1993-01-04,2020-09-22
GSIG,NYSE ARCA,Stock,USD,2020-07-09,2020-09-22
GSIH,PINK,Stock,USD,2016-01-04,2020-09-22
GSIHX,NMFQS,Mutual Fund,USD,2017-01-03,2020-09-22
GSII,NASDAQ,Stock,USD,,
GSIIX,NMFQS,Mutual Fund,USD,1997-01-02,2020-09-22
GSIKX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSIL,OTCMKTS,Stock,USD,2001-01-02,2020-09-22
GSILX,NMFQS,Mutual Fund,USD,2017-01-03,2020-09-22
GSIMX,NMFQS,Mutual Fund,USD,2017-01-03,2020-09-22
GSINX,NMFQS,Mutual Fund,USD,2017-01-03,2020-09-22
GSIOX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSIPX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSIQX,NMFQS,Mutual Fund,USD,2017-01-03,2020-09-22
GSIRX,NMFQS,Mutual Fund,USD,2011-01-03,2020-09-22
GSIS,,ETF,USD,,
GSISF,PINK,Stock,USD,,
GSISX,NMFQS,Mutual Fund,USD,1993-01-29,2020-09-22
GSIT,NASDAQ,Stock,USD,2007-03-29,2020-09-22
GSITX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSIUX,NMFQS,Mutual Fund,USD,2016-01-04,2020-09-22
GSIVX,NMFQS,Mutual Fund,USD,1999-11-03,2016-07-22
GSIWX,NMFQS,Mutual Fund,USD,2017-01-03,2020-09-22
GSIXX,NMFQS,Mutual Fund,USD,,
GSIYX,NMFQS,Mutual Fund,USD,2017-01-03,2020-09-22
GSJ,NYSE,Stock,USD,2012-05-09,2016-10-31
GSJ-CL,NYSE,Stock,USD,2016-10-17,2016-10-28
GSJK,NASDAQ,Stock,USD,,
GSJPX,NMFQS,Mutual Fund,USD,2018-05-07,2020-09-22
GSJY,NYSE ARCA,ETF,USD,2016-03-04,2020-09-22
GSK,NYSE,Stock,USD,1986-07-09,2020-09-22
GSK-22A,NYSE,Stock,USD,,
GSK-29,NYSE,Stock,USD,,
GSKKF,OTCGREY,Stock,USD,2020-07-09,2020-09-22
GSKNF,NYSE,Stock,USD,2014-04-22,2014-07-29
GSKPX,NMFQS,Mutual Fund,USD,2018-05-07,2020-09-22
GSKTX,NMFQS,Mutual Fund,USD,,
GSKY,NASDAQ,Stock,USD,2018-05-24,2020-09-22
GSL,NYSE,Stock,USD,2008-08-15,2020-09-22
GSL-P-B,NYSE,Stock,USD,2014-09-22,2020-09-22
GSL1,,Stock,USD,,
GSL:AU,OTCMKTS,Stock,USD,2017-09-22,2018-02-28
GSLA,NASDAQ,Stock,USD,,
GSLAX,NMFQS,Mutual Fund,USD,2000-01-03,2020-09-22
GSLC,NYSE ARCA,ETF,USD,2015-09-21,2020-09-22
GSLC1,NASDAQ,Stock,USD,,
GSLCX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSLD,NYSE,Stock,USD,2019-11-22,2020-09-22
GSLGF,PINK,Stock,USD,2017-05-10,2017-09-18
GSLIX,NMFQS,Mutual Fund,USD,2000-01-03,2020-09-22
GSLLX,NMFQS,Mutual Fund,USD,2009-01-02,2020-09-22
GSLM,NASDAQ,Stock,USD,,
GSLO,OTCMKTS,Stock,USD,2017-09-26,2020-09-22
GSLPF,PINK,Stock,USD,2018-01-10,2018-01-18
GSLPX,NMFQS,Mutual Fund,USD,2018-05-07,2020-09-22
GSLSX,NMFQS,Mutual Fund,USD,2015-01-02,2018-03-23
GSM,NASDAQ,Stock,USD,2009-07-30,2020-09-22
GSM1,,Stock,USD,,
GSMAX,NMFQS,Mutual Fund,USD,2006-01-03,2020-09-22
GSMCX,NMFQS,Mutual Fund,USD,1996-01-02,2020-09-22
GSMEX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSMFX,NMFQS,Mutual Fund,USD,2012-01-03,2020-09-22
GSMG,NASDAQ,Stock,USD,2018-09-12,2020-09-22
GSMGF,PINK,Stock,USD,2016-03-16,2020-09-22
GSMGW,NASDAQ,Stock,USD,2018-09-12,2020-09-22
GSMGX,NMFQS,Mutual Fund,USD,2006-01-03,2020-09-22
GSMHX,NMFQS,Mutual Fund,USD,2016-01-04,2020-09-22
GSMI,,Stock,USD,,
GSMIX,NMFQS,Mutual Fund,USD,1994-01-03,2020-09-22
GSMJX,NMFQS,Mutual Fund,USD,2017-01-03,2020-09-22
GSMKX,NMFQS,Mutual Fund,USD,,
GSML,OTCMKTS,Stock,USD,2016-01-06,2020-09-22
GSMMX,NMFQS,Mutual Fund,USD,2014-01-02,2020-09-22
GSMPX,NMFQS,Mutual Fund,USD,2018-05-07,2020-09-22
GSMQX,NMFQS,Mutual Fund,USD,2006-01-03,2020-09-22
GSMSX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSMTX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSMUX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSMVC,NMFQS,Mutual Fund,USD,,
GSMVX,NMFQS,Mutual Fund,USD,2015-01-02,2020-09-22
GSMXX,NMFQS,Mutual Fund,USD,,
GSMYX,NMFQS,Mutual Fund,USD,2006-01-03,2020-09-22
GSNC,PINK,Stock,USD,1999-11-05,2020-09-22
GSNCX,NMFQS,Mutual Fund,USD,2019-12-03,2020-09-22
GSNIX,NMFQS,Mutual Fund,USD,2007-01-03,2020-09-22
GSNPX,NMFQS,Mutual Fund,USD,2018-05-07,2020-09-22
GSNRX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSNSX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSNTX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSNX,NASDAQ,Stock,USD,,
GSOCX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSOF,NASDAQ,Stock,USD,,
GSOFX,NMFQS,Mutual Fund,USD,2015-01-02,2020-09-22
GSOIX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSOL,NASDAQ,Stock,USD,2000-04-17,2017-08-29
GSON,PINK,Stock,USD,2007-08-17,2017-07-14
GSOPX,NMFQS,Mutual Fund,USD,2018-05-10,2020-09-22
GSORX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSOSX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSOTX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSOUX,NMFQS,Mutual Fund,USD,2016-01-04,2020-09-22
GSOXX,NMFQS,Mutual Fund,USD,,
GSP,NYSE ARCA,ETF,USD,2006-06-07,2020-09-22
GSPAQ,PINK,Stock,USD,2011-06-23,2019-02-15
GSPAX,NMFQS,Mutual Fund,USD,2006-01-03,2020-09-22
GSPBQ,PINK,Stock,USD,2013-11-06,2019-02-15
GSPCX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSPE,OTCQB,Stock,USD,2014-06-20,2020-09-22
GSPEX,NMFQS,Mutual Fund,USD,,
GSPFX,NMFQS,Mutual Fund,USD,2017-01-03,2020-09-22
GSPH,PINK,Stock,USD,1997-05-08,2020-09-22
GSPI,PINK,Stock,USD,1995-02-01,2020-09-22
GSPIX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSPKX,NMFQS,Mutual Fund,USD,2006-01-03,2020-09-22
GSPN1,NASDAQ,Stock,USD,,
GSPPX,NMFQS,Mutual Fund,USD,2018-05-07,2020-09-22
GSPQX,NMFQS,Mutual Fund,USD,2006-01-03,2020-09-22
GSPRX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSPSX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSPT,PINK,Stock,USD,2017-09-22,2020-09-22
GSPTX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSPUX,NMFQS,Mutual Fund,USD,2016-01-04,2020-09-22
GSPXF,OTCGREY,Stock,USD,,
GSPXX,NMFQS,Mutual Fund,USD,,
GSQPX,NMFQS,Mutual Fund,USD,2018-05-07,2020-09-22
GSQRX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSQSX,NMFQS,Mutual Fund,USD,2005-09-30,2016-07-22
GSQTX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSRAX,NMFQS,Mutual Fund,USD,2005-01-03,2020-09-22
GSRCF,PINK,Stock,USD,2006-12-13,2020-09-22
GSRCX,NMFQS,Mutual Fund,USD,2006-01-03,2020-09-22
GSRDX,NMFQS,Mutual Fund,USD,2014-01-31,2020-09-22
GSREX,NMFQS,Mutual Fund,USD,2015-03-31,2020-09-22
GSRFX,NMFQS,Mutual Fund,USD,2018-03-21,2020-09-22
GSRHX,NMFQS,Mutual Fund,USD,2015-03-31,2020-09-22
GSRIX,NMFQS,Mutual Fund,USD,2013-01-02,2020-09-22
GSRJX,NMFQS,Mutual Fund,USD,2018-01-02,2020-09-22
GSRKX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSRLX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSROX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSRPX,NMFQS,Mutual Fund,USD,2008-01-02,2020-09-22
GSRQX,NMFQS,Mutual Fund,USD,2015-03-31,2020-09-22
GSRRX,NMFQS,Mutual Fund,USD,2013-01-02,2020-09-22
GSRTX,NMFQS,Mutual Fund,USD,2009-01-02,2020-09-22
GSRUX,NMFQS,Mutual Fund,USD,2016-01-04,2020-09-22
GSRVX,NMFQS,Mutual Fund,USD,2005-09-30,2016-07-22
GSRX,PINK,Stock,USD,2016-01-13,2020-09-22
GSS,NYSE,Stock,USD,2001-09-26,2020-09-22
GSSAX,NMFQS,Mutual Fund,USD,2017-12-21,2020-09-22
GSSC,NYSE ARCA,ETF,USD,2017-06-29,2020-09-22
GSSCX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSSDX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSSFX,NMFQS,Mutual Fund,USD,2018-02-20,2020-09-22
GSSIX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSSMX,NMFQS,Mutual Fund,USD,1993-01-04,2020-09-22
GSSPX,NMFQS,Mutual Fund,USD,2018-05-07,2020-09-22
GSSQX,NMFQS,Mutual Fund,USD,1991-05-24,2020-09-22
GSSRF,OTCGREY,Stock,USD,2017-09-25,2020-09-22
GSSRX,NMFQS,Mutual Fund,USD,2013-01-02,2020-09-22
GSSSX,NMFQS,Mutual Fund,USD,1998-01-02,2020-09-22
GSST,BATS,ETF,USD,2019-04-17,2020-09-22
GSSUX,NMFQS,Mutual Fund,USD,2016-01-04,2020-09-22
GST,NYSE,Stock,USD,2006-01-05,2018-09-06
GST-P-A,NYSE MKT,Stock,USD,2014-09-22,2018-12-18
